match_no,ballnumber,inningno,over,outcome,batter,bowler,comment
36,15,2,2.3,0,Shahbaz Ahmed,Suyash Sharma,"Suyash Sharma to Shahbaz Ahmed, no run,"
36,16,2,2.4,0,Shahbaz Ahmed,Suyash Sharma,"Suyash Sharma to Shahbaz Ahmed, no run,"
36,17,2,2.5,1,Shahbaz Ahmed,Suyash Sharma,"Suyash Sharma to Shahbaz Ahmed, 1 run,"
36,18,2,2.6,1,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, 1 run,"
36,19,2,3.1,4,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, Four,"
36,20,2,3.2,0,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, no run,"
36,21,2,3.3,1,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, 1 run,"
36,22,2,3.4,1,Shahbaz Ahmed,Varun Chakravarthy,"Varun Chakravarthy to Shahbaz Ahmed, 1 run,"
36,23,2,3.5,2,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, 2 runs,"
36,24,2,3.6,1,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, 1 run,"
36,25,2,4.1,4,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, Four,"
36,26,2,4.2,4,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, Four,"
36,27,2,4.3,1,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, 1 run,"
36,28,2,4.4,w,Shahbaz Ahmed,Suyash Sharma,"Suyash Sharma to Shahbaz Ahmed, no run,                           Wicket - lbw b Suyash Sharma batsmen out 2(5)"
36,29,2,4.5,1,Glenn Maxwell,Suyash Sharma,"Suyash Sharma to Glenn Maxwell, 1 run,"
36,30,2,4.6,1,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, 1 run,"
36,31,2,5.1,0,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, no run,"
36,32,2,5.2,1,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, 1 run,"
36,33,2,5.3,0,Glenn Maxwell,Varun Chakravarthy,"Varun Chakravarthy to Glenn Maxwell, no run,"
36,34,2,5.4,4,Glenn Maxwell,Varun Chakravarthy,"Varun Chakravarthy to Glenn Maxwell, Four,"
36,35,2,5.5,w,Glenn Maxwell,Varun Chakravarthy,"Varun Chakravarthy to Glenn Maxwell, no run,                           Wicket - c D Wiese b Varun Chakravarthy batsmen out 5(4)"
36,36,2,5.6,0,Mahipal Lomror,Varun Chakravarthy,"Varun Chakravarthy to Mahipal Lomror, no run,"
36,37,2,6.1,0,Virat Kohli,Andre Russell,"Andre Russell to Virat Kohli, no run,"
36,38,2,6.2,1,Virat Kohli,Andre Russell,"Andre Russell to Virat Kohli, 1 run,"
36,39,2,6.3,0,Mahipal Lomror,Andre Russell,"Andre Russell to Mahipal Lomror, no run,"
36,40,2,6.4,1,Mahipal Lomror,Andre Russell,"Andre Russell to Mahipal Lomror, 1 run,"
36,41,2,6.5,2,Virat Kohli,Andre Russell,"Andre Russell to Virat Kohli, 2 runs,"
36,42,2,6.6,2,Virat Kohli,Andre Russell,"Andre Russell to Virat Kohli, 2 runs,"
36,43,2,7.1,1,Mahipal Lomror,Sunil Narine,"Sunil Narine to Mahipal Lomror, 1 run,"
36,44,2,7.2,1,Virat Kohli,Sunil Narine,"Sunil Narine to Virat Kohli, 1 run,"
36,45,2,7.3,2,Mahipal Lomror,Sunil Narine,"Sunil Narine to Mahipal Lomror, 2 runs,"
36,46,2,7.4,2,Mahipal Lomror,Sunil Narine,"Sunil Narine to Mahipal Lomror, 2 runs,"
36,47,2,7.5,1,Mahipal Lomror,Sunil Narine,"Sunil Narine to Mahipal Lomror, 1 run,"
36,48,2,7.6,1,Virat Kohli,Sunil Narine,"Sunil Narine to Virat Kohli, 1 run,"
36,49,2,8.1,1,Virat Kohli,Nitish Rana,"Nitish Rana to Virat Kohli, 1 run,"
36,50,2,8.2,4,Mahipal Lomror,Nitish Rana,"Nitish Rana to Mahipal Lomror, Four,"
36,51,2,8.3,1,Mahipal Lomror,Nitish Rana,"Nitish Rana to Mahipal Lomror, 1 run,"
36,52,2,8.4,1,Virat Kohli,Nitish Rana,"Nitish Rana to Virat Kohli, 1 run,"
36,53,2,8.5,1,Mahipal Lomror,Nitish Rana,"Nitish Rana to Mahipal Lomror, 1 run,"
36,54,2,8.6,0,Virat Kohli,Nitish Rana,"Nitish Rana to Virat Kohli, no run,"
36,55,2,9.1,6,Mahipal Lomror,Sunil Narine,"Sunil Narine to Mahipal Lomror, Six,"
36,56,2,9.2,1,Mahipal Lomror,Sunil Narine,"Sunil Narine to Mahipal Lomror, 1 run,"
36,57,2,9.3,1,Virat Kohli,Sunil Narine,"Sunil Narine to Virat Kohli, 1 run,"
36,58,2,9.4,1,Mahipal Lomror,Sunil Narine,"Sunil Narine to Mahipal Lomror, 1 run,"
36,59,2,9.5,1,Virat Kohli,Sunil Narine,"Sunil Narine to Virat Kohli, 1 run,"
36,60,2,9.6,6,Mahipal Lomror,Sunil Narine,"Sunil Narine to Mahipal Lomror, Six,"
36,61,2,10.1,1,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, 1 run,"
36,62,2,10.2,1,Mahipal Lomror,Suyash Sharma,"Suyash Sharma to Mahipal Lomror, 1 run,"
36,63,2,10.3,4,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, Four,"
36,64,2,10.4,2,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, 2 runs,"
36,65,2,10.5,1wd,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, 1 wide,"
36,66,2,10.5,1,Virat Kohli,Suyash Sharma,"Suyash Sharma to Virat Kohli, 1 run,"
36,67,2,10.6,0,Mahipal Lomror,Suyash Sharma,"Suyash Sharma to Mahipal Lomror, no run,"
36,68,2,11.1,1,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, 1 run,"
36,69,2,11.2,6,Mahipal Lomror,Varun Chakravarthy,"Varun Chakravarthy to Mahipal Lomror, Six,"
36,70,2,11.3,w,Mahipal Lomror,Varun Chakravarthy,"Varun Chakravarthy to Mahipal Lomror, no run,                           Wicket - c AD Russell b Varun Chakravarthy batsmen out 34(18)"
36,71,2,11.4,0,Dinesh Karthik,Varun Chakravarthy,"Varun Chakravarthy to Dinesh Karthik, no run,"
36,72,2,11.5,1,Dinesh Karthik,Varun Chakravarthy,"Varun Chakravarthy to Dinesh Karthik, 1 run,"
36,73,2,11.6,1,Virat Kohli,Varun Chakravarthy,"Varun Chakravarthy to Virat Kohli, 1 run,"
36,74,2,12.1,w,Virat Kohli,Andre Russell,"Andre Russell to Virat Kohli, no run,                           Wicket - c VR Iyer b AD Russell batsmen out 54(37)"
36,75,2,12.2,0,Suyash Prabhudessai,Andre Russell,"Andre Russell to Suyash Prabhudessai, no run,"
36,76,2,12.3,0,Suyash Prabhudessai,Andre Russell,"Andre Russell to Suyash Prabhudessai, no run,"
36,77,2,12.4,0,Suyash Prabhudessai,Andre Russell,"Andre Russell to Suyash Prabhudessai, no run,"
36,78,2,12.5,2,Suyash Prabhudessai,Andre Russell,"Andre Russell to Suyash Prabhudessai, 2 runs,"
36,79,2,12.6,4,Suyash Prabhudessai,Andre Russell,"Andre Russell to Suyash Prabhudessai, Four,"
36,80,2,13.1,4,Dinesh Karthik,Sunil Narine,"Sunil Narine to Dinesh Karthik, Four,"
36,81,2,13.2,1,Dinesh Karthik,Sunil Narine,"Sunil Narine to Dinesh Karthik, 1 run,"
36,82,2,13.3,2,Suyash Prabhudessai,Sunil Narine,"Sunil Narine to Suyash Prabhudessai, 2 runs,"
36,83,2,13.4,1lb,Suyash Prabhudessai,Sunil Narine,"Sunil Narine to Suyash Prabhudessai, 1 leg bye,"
36,84,2,13.5,2,Dinesh Karthik,Sunil Narine,"Sunil Narine to Dinesh Karthik, 2 runs,"
36,85,2,13.6,1,Dinesh Karthik,Sunil Narine,"Sunil Narine to Dinesh Karthik, 1 run,"
36,86,2,14.1,1,Dinesh Karthik,Suyash Sharma,"Suyash Sharma to Dinesh Karthik, 1 run,"
36,87,2,14.2,1,Suyash Prabhudessai,Suyash Sharma,"Suyash Sharma to Suyash Prabhudessai, 1 run,"
36,88,2,14.3,1,Dinesh Karthik,Suyash Sharma,"Suyash Sharma to Dinesh Karthik, 1 run,"
36,89,2,14.4,1,Suyash Prabhudessai,Suyash Sharma,"Suyash Sharma to Suyash Prabhudessai, 1 run,"
36,90,2,14.5,w,Dinesh Karthik,Suyash Sharma,"Suyash Sharma to Dinesh Karthik, 1 run,                           Wicket - runout (Suyash Sharma /  (sub AS Roy )) batsmen out 10(9)"
36,91,2,14.6,1,Dinesh Karthik,Suyash Sharma,"Suyash Sharma to Dinesh Karthik, 1 run,"
36,92,2,15.1,1,Dinesh Karthik,Sunil Narine,"Sunil Narine to Dinesh Karthik, 1 run,"
36,93,2,15.2,1,Wanindu Hasaranga,Sunil Narine,"Sunil Narine to Wanindu Hasaranga, 1 run,"
36,94,2,15.3,0,Dinesh Karthik,Sunil Narine,"Sunil Narine to Dinesh Karthik, no run,"
36,95,2,15.4,1,Dinesh Karthik,Sunil Narine,"Sunil Narine to Dinesh Karthik, 1 run,"
36,96,2,15.5,2,Wanindu Hasaranga,Sunil Narine,"Sunil Narine to Wanindu Hasaranga, 2 runs,"
36,97,2,15.6,2,Wanindu Hasaranga,Sunil Narine,"Sunil Narine to Wanindu Hasaranga, 2 runs,"
36,98,2,16.1,0,Dinesh Karthik,Andre Russell,"Andre Russell to Dinesh Karthik, no run,"
36,99,2,16.2,0,Dinesh Karthik,Andre Russell,"Andre Russell to Dinesh Karthik, no run,"
36,100,2,16.3,6,Dinesh Karthik,Andre Russell,"Andre Russell to Dinesh Karthik, Six,"
36,101,2,16.4,1,Dinesh Karthik,Andre Russell,"Andre Russell to Dinesh Karthik, 1 run,"
36,102,2,16.5,w,Wanindu Hasaranga,Andre Russell,"Andre Russell to Wanindu Hasaranga, no run,                           Wicket - c (sub AS Roy) b AD Russell batsmen out 5(4)"
36,103,2,16.6,1,David Willey,Andre Russell,"Andre Russell to David Willey, 1 run,"
36,104,2,17.1,0,David Willey,Varun Chakravarthy,"Varun Chakravarthy to David Willey, no run,"
36,105,2,17.2,1,David Willey,Varun Chakravarthy,"Varun Chakravarthy to David Willey, 1 run,"
36,106,2,17.3,w,Dinesh Karthik,Varun Chakravarthy,"Varun Chakravarthy to Dinesh Karthik, no run,                           Wicket - c RK Singh b Varun Chakravarthy batsmen out 22(18)"
36,107,2,17.4,1,Vijaykumar Vyshak,Varun Chakravarthy,"Varun Chakravarthy to Vijaykumar Vyshak, 1 run,"
36,108,2,17.5,1,David Willey,Varun Chakravarthy,"Varun Chakravarthy to David Willey, 1 run,"
36,109,2,17.6,1,Vijaykumar Vyshak,Varun Chakravarthy,"Varun Chakravarthy to Vijaykumar Vyshak, 1 run,"
36,110,2,18.1,1,Vijaykumar Vyshak,Andre Russell,"Andre Russell to Vijaykumar Vyshak, 1 run,"
36,111,2,18.2,0,David Willey,Andre Russell,"Andre Russell to David Willey, no run,"
36,112,2,18.3,1,David Willey,Andre Russell,"Andre Russell to David Willey, 1 run,"
36,113,2,18.4,0,Vijaykumar Vyshak,Andre Russell,"Andre Russell to Vijaykumar Vyshak, no run,"
36,114,2,18.5,6,Vijaykumar Vyshak,Andre Russell,"Andre Russell to Vijaykumar Vyshak, Six,"
36,115,2,18.6,1,Vijaykumar Vyshak,Andre Russell,"Andre Russell to Vijaykumar Vyshak, 1 run,"
36,116,2,19.1,1,Vijaykumar Vyshak,Vaibhav Arora,"Vaibhav Arora to Vijaykumar Vyshak, 1 run,"
36,117,2,19.2,1,David Willey,Vaibhav Arora,"Vaibhav Arora to David Willey, 1 run,"
36,118,2,19.3,2wd,Vijaykumar Vyshak,Vaibhav Arora,"Vaibhav Arora to Vijaykumar Vyshak, 2 wide,"
36,119,2,19.3,4,David Willey,Vaibhav Arora,"Vaibhav Arora to David Willey, Four,"
36,120,2,19.4,2,David Willey,Vaibhav Arora,"Vaibhav Arora to David Willey, 2 runs,"
36,121,2,19.5,1lb,David Willey,Vaibhav Arora,"Vaibhav Arora to David Willey, 1 leg bye,"
36,122,2,19.6,2,Vijaykumar Vyshak,Vaibhav Arora,"Vaibhav Arora to Vijaykumar Vyshak, 2 runs,"
37,1,1,0.1,4,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, Four,"
37,2,1,0.2,4,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, Four,"
37,3,1,0.3,0,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, no run,"
37,4,1,0.4,4,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, Four,"
37,5,1,0.5,1,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, 1 run,"
37,6,1,0.6,1,Jos Buttler,Akash Singh,"Akash Singh to Jos Buttler, 1 run,"
37,7,1,1.1,4,Jos Buttler,Tushar Deshpande,"Tushar Deshpande to Jos Buttler, Four,"
37,8,1,1.2,2,Jos Buttler,Tushar Deshpande,"Tushar Deshpande to Jos Buttler, 2 runs,"
37,9,1,1.3,0,Jos Buttler,Tushar Deshpande,"Tushar Deshpande to Jos Buttler, no run,"
37,10,1,1.4,0,Jos Buttler,Tushar Deshpande,"Tushar Deshpande to Jos Buttler, no run,"
37,11,1,1.5,4,Jos Buttler,Tushar Deshpande,"Tushar Deshpande to Jos Buttler, Four,"
37,12,1,1.6,0,Jos Buttler,Tushar Deshpande,"Tushar Deshpande to Jos Buttler, no run,"
37,13,1,2.1,4,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, Four,"
37,14,1,2.2,0,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, no run,"
37,15,1,2.3,6,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, Six,"
37,16,1,2.4,0,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, no run,"
37,17,1,2.5,4,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, Four,"
37,18,1,2.6,4,Yashasvi Jaiswal,Akash Singh,"Akash Singh to Yashasvi Jaiswal, Four,"
37,19,1,3.1,1,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, 1 run,"
37,20,1,3.2,0,Yashasvi Jaiswal,Maheesh Theekshana,"Maheesh Theekshana to Yashasvi Jaiswal, no run,"
37,21,1,3.3,1lb,Yashasvi Jaiswal,Maheesh Theekshana,"Maheesh Theekshana to Yashasvi Jaiswal, 1 leg bye,"
37,22,1,3.4,0,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, no run,"
37,23,1,3.5,1,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, 1 run,"
37,24,1,3.6,0,Yashasvi Jaiswal,Maheesh Theekshana,"Maheesh Theekshana to Yashasvi Jaiswal, no run,"
37,25,1,4.1,1,Jos Buttler,Tushar Deshpande,"Tushar Deshpande to Jos Buttler, 1 run,"
37,26,1,4.2,6,Yashasvi Jaiswal,Tushar Deshpande,"Tushar Deshpande to Yashasvi Jaiswal, Six,"
37,27,1,4.3,0,Yashasvi Jaiswal,Tushar Deshpande,"Tushar Deshpande to Yashasvi Jaiswal, no run,"
37,28,1,4.4,0,Yashasvi Jaiswal,Tushar Deshpande,"Tushar Deshpande to Yashasvi Jaiswal, no run,"
37,29,1,4.5,0,Yashasvi Jaiswal,Tushar Deshpande,"Tushar Deshpande to Yashasvi Jaiswal, no run,"
37,30,1,4.6,2,Yashasvi Jaiswal,Tushar Deshpande,"Tushar Deshpande to Yashasvi Jaiswal, 2 runs,"
37,31,1,5.1,4,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, Four,"
37,32,1,5.2,1,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, 1 run,"
37,33,1,5.3,0,Yashasvi Jaiswal,Maheesh Theekshana,"Maheesh Theekshana to Yashasvi Jaiswal, no run,"
37,34,1,5.4,1,Yashasvi Jaiswal,Maheesh Theekshana,"Maheesh Theekshana to Yashasvi Jaiswal, 1 run,"
37,35,1,5.5,0,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, no run,"
37,36,1,5.6,4,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, Four,"
37,37,1,6.1,0,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, no run,"
37,38,1,6.2,1,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 1 run,"
37,39,1,6.3,1,Jos Buttler,Ravindra Jadeja,"Ravindra Jadeja to Jos Buttler, 1 run,"
37,40,1,6.4,6,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, Six,"
37,41,1,6.5,2,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 2 runs,"
37,42,1,6.6,1,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 1 run,"
37,43,1,7.1,1,Yashasvi Jaiswal,Maheesh Theekshana,"Maheesh Theekshana to Yashasvi Jaiswal, 1 run,"
37,44,1,7.2,4b,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, 4 bye,"
37,45,1,7.3,2,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, 2 runs,"
37,46,1,7.4,1,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, 1 run,"
37,47,1,7.5,1,Yashasvi Jaiswal,Maheesh Theekshana,"Maheesh Theekshana to Yashasvi Jaiswal, 1 run,"
37,48,1,7.6,1wd,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, 1 wide,"
37,49,1,7.6,0,Jos Buttler,Maheesh Theekshana,"Maheesh Theekshana to Jos Buttler, no run,"
37,50,1,8.1,1,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 1 run,"
37,51,1,8.2,w,Jos Buttler,Ravindra Jadeja,"Ravindra Jadeja to Jos Buttler, no run,                           Wicket - c S Dube b RA Jadeja batsmen out 27(21)"
37,52,1,8.3,1wd,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, 1 wide,"
37,53,1,8.3,1,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, 1 run,"
37,54,1,8.4,1,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 1 run,"
37,55,1,8.5,0,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, no run,"
37,56,1,8.6,1,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, 1 run,"
37,57,1,9.1,1,Sanju Samson,Moeen Ali,"Moeen Ali to Sanju Samson, 1 run,"
37,58,1,9.2,6,Yashasvi Jaiswal,Moeen Ali,"Moeen Ali to Yashasvi Jaiswal, Six,"
37,59,1,9.3,0,Yashasvi Jaiswal,Moeen Ali,"Moeen Ali to Yashasvi Jaiswal, no run,"
37,60,1,9.4,1,Yashasvi Jaiswal,Moeen Ali,"Moeen Ali to Yashasvi Jaiswal, 1 run,"
37,61,1,9.5,2,Sanju Samson,Moeen Ali,"Moeen Ali to Sanju Samson, 2 runs,"
37,62,1,9.6,0,Sanju Samson,Moeen Ali,"Moeen Ali to Sanju Samson, no run,"
37,63,1,10.1,1,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 1 run,"
37,64,1,10.2,0,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, no run,"
37,65,1,10.3,0,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, no run,"
37,66,1,10.4,1,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, 1 run,"
37,67,1,10.5,1,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 1 run,"
37,68,1,10.6,1,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, 1 run,"
37,69,1,11.1,1,Sanju Samson,Matheesha Pathirana,"Matheesha Pathirana to Sanju Samson, 1 run,"
37,70,1,11.2,1wd,Yashasvi Jaiswal,Matheesha Pathirana,"Matheesha Pathirana to Yashasvi Jaiswal, 1 wide,"
37,71,1,11.2,2,Yashasvi Jaiswal,Matheesha Pathirana,"Matheesha Pathirana to Yashasvi Jaiswal, 2 runs,"
37,72,1,11.3,1,Yashasvi Jaiswal,Matheesha Pathirana,"Matheesha Pathirana to Yashasvi Jaiswal, 1 run,"
37,73,1,11.4,2,Sanju Samson,Matheesha Pathirana,"Matheesha Pathirana to Sanju Samson, 2 runs,"
37,74,1,11.5,2,Sanju Samson,Matheesha Pathirana,"Matheesha Pathirana to Sanju Samson, 2 runs,"
37,75,1,11.6,0,Sanju Samson,Matheesha Pathirana,"Matheesha Pathirana to Sanju Samson, no run,"
37,76,1,12.1,4,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, Four,"
37,77,1,12.2,2,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 2 runs,"
37,78,1,12.3,0,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, no run,"
37,79,1,12.4,1,Yashasvi Jaiswal,Ravindra Jadeja,"Ravindra Jadeja to Yashasvi Jaiswal, 1 run,"
37,80,1,12.5,4,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, Four,"
37,81,1,12.6,1,Sanju Samson,Ravindra Jadeja,"Ravindra Jadeja to Sanju Samson, 1 run,"
37,82,1,13.1,w,Sanju Samson,Tushar Deshpande,"Tushar Deshpande to Sanju Samson, no run,                           Wicket - c RD Gaikwad b TU Deshpande batsmen out 17(17)"
37,83,1,13.2,2,Shimron Hetmyer,Tushar Deshpande,"Tushar Deshpande to Shimron Hetmyer, 2 runs,"
37,84,1,13.3,1,Shimron Hetmyer,Tushar Deshpande,"Tushar Deshpande to Shimron Hetmyer, 1 run,"
37,85,1,13.4,4,Yashasvi Jaiswal,Tushar Deshpande,"Tushar Deshpande to Yashasvi Jaiswal, Four,"
37,86,1,13.5,w,Yashasvi Jaiswal,Tushar Deshpande,"Tushar Deshpande to Yashasvi Jaiswal, no run,                           Wicket - c Ajinkya Rahane b TU Deshpande batsmen out 77(43)"
37,87,1,13.6,0,Dhruv Jurel,Tushar Deshpande,"Tushar Deshpande to Dhruv Jurel, no run,"
37,88,1,14.1,1,Shimron Hetmyer,Moeen Ali,"Moeen Ali to Shimron Hetmyer, 1 run,"
37,89,1,14.2,1,Dhruv Jurel,Moeen Ali,"Moeen Ali to Dhruv Jurel, 1 run,"
37,90,1,14.3,2,Shimron Hetmyer,Moeen Ali,"Moeen Ali to Shimron Hetmyer, 2 runs,"
37,91,1,14.4,1,Shimron Hetmyer,Moeen Ali,"Moeen Ali to Shimron Hetmyer, 1 run,"
37,92,1,14.5,1,Dhruv Jurel,Moeen Ali,"Moeen Ali to Dhruv Jurel, 1 run,"
37,93,1,14.6,1,Shimron Hetmyer,Moeen Ali,"Moeen Ali to Shimron Hetmyer, 1 run,"
37,94,1,15.1,0,Shimron Hetmyer,Matheesha Pathirana,"Matheesha Pathirana to Shimron Hetmyer, no run,"
37,95,1,15.2,0,Shimron Hetmyer,Matheesha Pathirana,"Matheesha Pathirana to Shimron Hetmyer, no run,"
37,96,1,15.3,1lb,Shimron Hetmyer,Matheesha Pathirana,"Matheesha Pathirana to Shimron Hetmyer, 1 leg bye,"
37,97,1,15.4,4,Dhruv Jurel,Matheesha Pathirana,"Matheesha Pathirana to Dhruv Jurel, Four,"
37,98,1,15.5,2,Dhruv Jurel,Matheesha Pathirana,"Matheesha Pathirana to Dhruv Jurel, 2 runs,"
37,99,1,15.6,0,Dhruv Jurel,Matheesha Pathirana,"Matheesha Pathirana to Dhruv Jurel, no run,"
37,100,1,16.1,w,Shimron Hetmyer,Maheesh Theekshana,"Maheesh Theekshana to Shimron Hetmyer, no run,                           Wicket - b M Theekshana batsmen out 8(10)"
37,101,1,16.2,0,Devdutt Padikkal,Maheesh Theekshana,"Maheesh Theekshana to Devdutt Padikkal, no run,"
37,102,1,16.3,4,Devdutt Padikkal,Maheesh Theekshana,"Maheesh Theekshana to Devdutt Padikkal, Four,"
37,103,1,16.4,1lb,Devdutt Padikkal,Maheesh Theekshana,"Maheesh Theekshana to Devdutt Padikkal, 1 leg bye,"
37,104,1,16.5,1,Dhruv Jurel,Maheesh Theekshana,"Maheesh Theekshana to Dhruv Jurel, 1 run,"
37,105,1,16.6,1,Devdutt Padikkal,Maheesh Theekshana,"Maheesh Theekshana to Devdutt Padikkal, 1 run,"
37,106,1,17.1,1,Devdutt Padikkal,Matheesha Pathirana,"Matheesha Pathirana to Devdutt Padikkal, 1 run,"
37,107,1,17.2,2,Dhruv Jurel,Matheesha Pathirana,"Matheesha Pathirana to Dhruv Jurel, 2 runs,"
37,108,1,17.3,1,Dhruv Jurel,Matheesha Pathirana,"Matheesha Pathirana to Dhruv Jurel, 1 run,"
37,109,1,17.4,4,Devdutt Padikkal,Matheesha Pathirana,"Matheesha Pathirana to Devdutt Padikkal, Four,"
37,110,1,17.5,4,Devdutt Padikkal,Matheesha Pathirana,"Matheesha Pathirana to Devdutt Padikkal, Four,"
37,111,1,17.6,1,Devdutt Padikkal,Matheesha Pathirana,"Matheesha Pathirana to Devdutt Padikkal, 1 run,"
37,112,1,18.1,4,Devdutt Padikkal,Tushar Deshpande,"Tushar Deshpande to Devdutt Padikkal, Four,"
37,113,1,18.2,0,Devdutt Padikkal,Tushar Deshpande,"Tushar Deshpande to Devdutt Padikkal, no run,"
37,114,1,18.3,1,Devdutt Padikkal,Tushar Deshpande,"Tushar Deshpande to Devdutt Padikkal, 1 run,"
37,115,1,18.4,4,Dhruv Jurel,Tushar Deshpande,"Tushar Deshpande to Dhruv Jurel, Four,"
37,116,1,18.5,6,Dhruv Jurel,Tushar Deshpande,"Tushar Deshpande to Dhruv Jurel, Six,"
37,117,1,18.6,1,Dhruv Jurel,Tushar Deshpande,"Tushar Deshpande to Dhruv Jurel, 1 run,"
37,118,1,19.1,6,Dhruv Jurel,Matheesha Pathirana,"Matheesha Pathirana to Dhruv Jurel, Six,"
37,119,1,19.2,4,Dhruv Jurel,Matheesha Pathirana,"Matheesha Pathirana to Dhruv Jurel, Four,"
37,120,1,19.3,1,Dhruv Jurel,Matheesha Pathirana,"Matheesha Pathirana to Dhruv Jurel, 1 run,"
37,121,1,19.4,w,Devdutt Padikkal,Matheesha Pathirana,"Matheesha Pathirana to Devdutt Padikkal, 1 wide,                           Wicket - runout (MS Dhoni) batsmen out 34(15)"
37,122,1,19.4,1,Ravichandran Ashwin,Matheesha Pathirana,"Matheesha Pathirana to Ravichandran Ashwin, 1 run,"
37,123,1,19.5,4,Devdutt Padikkal,Matheesha Pathirana,"Matheesha Pathirana to Devdutt Padikkal, Four,"
